,Open,High,Low,Close,Volume,P_news_pos,P_news_neg,P_op_pos,P_op_neg,Next_Open
113,13.856071,14.271429,13.753571,13.9475,609274400,0.0,0.0,0.0,0.0,14.022857
114,14.022857,14.364286,13.973929,14.238214,429920400,0.0,0.0,0.3333333333333333,0.3333333333333333,14.428214
115,14.428214,14.585,14.243214,14.504643,664238400,0.0,0.0,0.25,0.25,14.055
116,14.055,14.830357,14.017857,14.480714,969651200,0.0,0.0,0.25,0.5,14.686786
117,14.686786,14.783571,14.535714,14.585,384837600,0.0,0.0,0.0,1.0,14.636071
118,14.636071,14.956071,14.580357,14.9,764097600,0.0,0.0,0.0,1.0,15.016071
119,15.016071,15.486429,15.0,15.361429,640326400,0.0,0.0,0.0,0.5,15.539286
120,15.539286,15.901786,15.431071,15.813571,691538400,0.0,0.0,0.6666666666666666,0.0,15.858929
121,15.858929,16.419287,15.793571,16.351429,573347600,0.0,0.0,1.0,0.0,15.052857
122,15.052857,15.5425,15.026786,15.397857,638433600,0.0,0.0,1.0,0.0,15.916071
123,15.916071,16.097143,15.846786,15.896786,290589600,0.0,0.0,0.0,0.0,15.013929
124,15.013929,15.1175,14.833929,14.907857,274024800,0.0,0.0,1.0,0.0,16.596071
125,16.596071,16.809643,16.505358,16.766071,318855600,0.0,0.0,1.0,0.0,17.866072
126,17.866072,17.88143,17.629999,17.688213,236367600,0.0,0.0,0.0,0.0,20.451786
127,20.451786,20.540714,20.22893,20.282143,447580000,0.0,0.0,0.5,0.0,16.208929
128,16.208929,16.257143,15.791071,15.852143,447118000,0.0,0.0,0.0,1.0,15.684286
129,15.684286,15.75,15.084286,15.316071,741613600,0.0,0.0,0.5,0.0,15.115714
130,15.115714,15.6375,14.960714,15.520714,603204000,0.0,0.0,0.0,0.0,15.425357
131,15.425357,15.921429,15.360714,15.818929,451578400,0.0,0.0,1.0,0.0,15.858929
132,15.858929,16.012501,15.650714,15.7625,443038400,0.0,0.0,0.0,1.0,15.569643
133,15.569643,15.934286,15.563929,15.790714,353021200,0.0,0.0,0.0,0.0,16.067858
134,16.067858,16.111071,15.744643,15.765714,386145200,0.0,0.0,0.0,0.0,15.714286
135,15.714286,15.982143,15.692857,15.891071,330576400,0.0,0.0,0.0,0.0,15.916071
136,15.916071,16.232143,15.875357,16.127857,353519600,0.0,0.0,0.0,0.0,16.160713
137,16.160713,16.325001,16.053572,16.061787,384302800,0.0,0.0,1.0,0.0,16.3025
138,16.3025,16.660713,16.16357,16.333929,593706400,0.0,0.0,0.0,0.0,15.518214
139,15.518214,15.544643,15.158214,15.202143,460250000,0.0,0.0,1.0,0.0,16.275356
140,16.275356,16.507143,16.225357,16.45393,496641600,0.0,0.0,1.0,0.0,15.909643
141,15.909643,15.964286,15.501786,15.659286,416934000,0.0,0.0,0.0,0.0,18.719643
142,18.719643,18.745001,18.507143,18.604286,223375600,0.0,0.0,1.0,0.0,15.446429
143,15.446429,15.612143,15.3125,15.57,285832400,0.0,0.0,0.25,0.5,14.946071
144,14.946071,15.0,14.575,14.767857,481118400,0.0,0.0,0.5,0.0,14.489286
145,14.489286,14.563929,14.243929,14.379643,314162800,0.0,0.0,0.25,0.25,14.425
146,14.425,14.456786,14.130714,14.216786,367724000,0.0,0.0,0.0,0.0,14.258929
147,14.258929,14.335357,14.055,14.063571,337246000,0.0,0.0,0.0,0.5,18.642857
148,18.642857,18.90357,18.4,18.710714,484156400,0.0,0.0,1.0,0.0,16.544643
