,Date,Open,High,Low,Close,Adj Close,Volume,P_news_neg,P_news_pos,P_op_neg,P_op_pos
32,2012-09-06,24.041786,24.224644,23.957144,24.1525,20.561487,391196400,0.0,0.0,0.0,0.0
33,2012-09-07,24.21607,24.374287,24.134644,24.30143,20.688276,329666400,0.0,0.0,0.0,0.0
34,2012-09-10,24.301786,24.403214,23.646429,23.669287,20.15012,487998000,0.0,0.0,0.0,0.0
35,2012-09-11,23.753929,23.932142,23.446428,23.592501,20.084753,503983200,0.0,0.0,0.0,0.0
36,2012-09-12,23.816071,23.924999,23.428572,23.92107,20.36446,712233200,0.0,0.0,0.0,0.0
37,2012-09-13,24.191786,24.482143,24.098928,24.392143,20.765497,598360000,0.3361344537815125,0.6638655462184874,0.3361344537815125,0.6638655462184874
38,2012-09-14,24.64143,24.892143,24.567499,24.688572,21.017859,600474000,0.0,0.0,0.0,0.0
39,2012-09-17,24.976786,24.992857,24.807501,24.992144,21.276291,398031200,0.1025641025641025,0.8974358974358974,0.1025641025641025,0.8974358974358974
40,2012-09-18,24.995714,25.083214,24.872143,25.068214,21.341059,373503200,0.0,0.0,0.0,0.0
41,2012-09-19,25.009287,25.1425,24.984644,25.075001,21.346834,326874800,0.0,0.0,0.0,0.0
42,2012-09-20,24.969999,25.002144,24.772142,24.953571,21.243456,336568400,0.4067796610169491,0.5932203389830508,0.4067796610169491,0.5932203389830508
43,2012-09-21,25.086071,25.18107,24.977142,25.003214,21.285719,571589200,0.0,0.0,0.0,0.0
44,2012-09-24,24.530714,24.825714,24.392857,24.67107,21.002958,639766400,0.2603092783505151,0.7396907216494849,0.2603092783505151,0.7396907216494849
45,2012-09-25,24.580713,24.742144,24.035713,24.055,20.478483,518789600,0.5314009661835748,0.4685990338164251,0.5314009661835748,0.4685990338164251
46,2012-09-26,23.883572,24.024643,23.614286,23.75643,20.224308,576503200,0.1755102040816326,0.8244897959183675,0.1755102040816326,0.8244897959183675
47,2012-09-27,23.724644,24.363214,23.583929,24.332857,20.715029,594090000,0.0,0.0,0.0,0.0
48,2012-09-28,24.241072,24.325357,23.8125,23.825001,20.282681,535110800,0.4026402640264026,0.5973597359735974,0.4026402640264026,0.5973597359735974
49,2012-10-01,23.969999,24.169643,23.446428,23.549643,20.048267,543594800,0.0,0.0,0.0,0.0
50,2012-10-02,23.63607,23.798214,23.237499,23.618214,20.106634,627992400,0.0,0.0,0.0,0.0
51,2012-10-03,23.745001,23.995001,23.665358,23.980356,20.41494,424281200,0.0,0.0,0.0,0.0
52,2012-10-04,23.973213,24.080357,23.769644,23.814285,20.273558,370725600,0.0,0.0,0.0,0.0
53,2012-10-05,23.757143,23.785713,23.26,23.306786,19.841518,594006000,0.0,0.0,0.0,0.0
54,2012-10-08,23.102858,23.127144,22.718214,22.791786,19.40309,637994000,0.3457688808007279,0.654231119199272,0.3457688808007279,0.654231119199272
55,2012-10-09,22.808929,22.874643,22.269644,22.708929,19.332554,838597200,0.4444444444444445,0.5555555555555555,0.4444444444444445,0.5555555555555555
56,2012-10-10,22.847857,23.035,22.75,22.889643,19.486395,510356000,0.5873015873015872,0.4126984126984127,0.5873015873015872,0.4126984126984127
57,2012-10-11,23.089287,23.114286,22.432142,22.432142,19.096912,546081200,0.0,0.0,0.0,0.0
58,2012-10-12,22.484285,22.692142,22.332144,22.489643,19.145866,460014800,0.3491461100569261,0.6508538899430739,0.3491461100569261,0.6508538899430739
59,2012-10-15,22.583929,22.683214,22.280357,22.67,19.299408,432502000,0.4908256880733946,0.5091743119266052,0.4908256880733946,0.5091743119266052
60,2012-10-16,22.691786,23.225,22.535713,23.206785,19.756388,549771600,0.268595041322314,0.731404958677686,0.268595041322314,0.731404958677686
61,2012-10-17,23.173929,23.313929,23.0,23.021786,19.598892,389037600,0.0,0.0,0.0,0.0
62,2012-10-18,22.842501,22.930714,22.5,22.594286,19.234947,476624400,0.2877569258266309,0.7122430741733692,0.2877569258266309,0.7122430741733692
63,2012-10-19,22.5375,22.563213,21.772142,21.780001,18.541731,744086000,0.489406779661017,0.510593220338983,0.489406779661017,0.510593220338983
64,2012-10-22,21.872143,22.692142,21.812857,22.643929,19.27721,546730800,0.4557109557109559,0.544289044289044,0.4571428571428571,0.5428571428571428
65,2012-10-23,22.535713,22.639286,21.84643,21.905714,18.648754,707145600,0.2779984114376489,0.7220015885623511,0.2779984114376489,0.7220015885623511
66,2012-10-24,22.194286,22.376785,21.808571,22.029642,18.754259,558527200,0.673525377229081,0.3264746227709191,0.673525377229081,0.3264746227709191
67,2012-10-25,22.142857,22.214287,21.626785,21.769285,18.532614,656325600,0.4250559284116331,0.5749440715883669,0.4250559284116331,0.5749440715883669
68,2012-10-26,21.765356,21.928572,21.107143,21.571428,18.364172,1018432800,0.5714285714285717,0.4285714285714282,0.5714285714285717,0.4285714285714282
69,2012-10-31,21.245714,21.498571,20.989286,21.261429,18.100264,510003200,0.3686131386861314,0.6313868613138686,0.3686131386861314,0.6313868613138686
70,2012-11-01,21.365,21.535713,21.220358,21.305,18.13736,361298000,0.0,0.0,0.0,0.0
71,2012-11-02,21.281786,21.319643,20.526787,20.6,17.53717,599373600,0.0,0.0,0.0,0.0
72,2012-11-05,20.84,20.991785,20.628571,20.879286,17.774937,529135600,0.0,0.0,0.0,0.0
73,2012-11-06,21.079643,21.097857,20.717501,20.816071,17.721121,374917200,0.0,0.0,0.0,0.0
74,2012-11-07,20.494286,20.519285,19.848213,19.928572,17.04307,793648800,0.0,0.0,0.0,0.0
75,2012-11-08,20.022499,20.079643,19.1175,19.205357,16.424564,1056146000,0.0,0.0,0.0,0.0
76,2012-11-09,19.300714,19.817142,19.061428,19.537857,16.70892,929913600,0.4365256124721602,0.5634743875278396,0.4365256124721602,0.5634743875278396
77,2012-11-12,19.791071,19.803572,19.237499,19.386786,16.579721,515802000,0.6702127659574468,0.3297872340425531,0.6702127659574468,0.3297872340425531
78,2012-11-13,19.246786,19.66,19.155714,19.389286,16.581867,532949200,0.4421252371916508,0.5578747628083491,0.4421252371916508,0.5578747628083491
79,2012-11-14,19.482143,19.551786,19.149286,19.174286,16.397997,477170400,0.4278169014084508,0.5721830985915493,0.4278169014084508,0.5721830985915493
80,2012-11-15,19.1975,19.267857,18.665001,18.772142,16.054075,789910800,0.4902280130293159,0.509771986970684,0.4902280130293159,0.509771986970684
81,2012-11-16,18.757143,18.928572,18.0625,18.845715,16.116997,1266893600,0.5208333333333334,0.4791666666666667,0.5208333333333334,0.4791666666666667
82,2012-11-19,19.311071,20.267857,19.281429,20.204643,17.279165,823317600,0.2039660056657223,0.7960339943342776,0.2039660056657223,0.7960339943342776
83,2012-11-20,20.425358,20.426786,19.806429,20.032499,17.131941,642754000,0.2924297924297924,0.7075702075702076,0.2924297924297924,0.7075702075702076
84,2012-11-21,20.151787,20.263214,19.878571,20.060715,17.156073,373002000,0.3999999999999999,0.6,0.3999999999999999,0.6
85,2012-11-23,20.256071,20.428572,20.092857,20.410713,17.455399,272826400,0.4596774193548387,0.5403225806451614,0.4596774193548387,0.5403225806451614
86,2012-11-26,20.567858,21.071428,20.489643,21.054644,18.006094,630579600,0.3847102342786683,0.6152897657213316,0.3847102342786683,0.6152897657213316
87,2012-11-27,21.055357,21.08643,20.717857,20.885,17.861006,533330000,0.3239700374531835,0.6760299625468165,0.3239700374531835,0.6760299625468165
88,2012-11-28,20.616785,20.921429,20.437857,20.819286,17.804806,520864400,0.4202898550724638,0.5797101449275363,0.4202898550724638,0.5797101449275363
89,2012-11-29,21.079287,21.223213,20.901787,21.048571,18.000898,514698800,0.0,0.0,0.0,0.0
90,2012-11-30,20.956785,21.014286,20.809999,20.902857,17.876286,391319600,0.3801652892561983,0.6198347107438017,0.3801652892561983,0.6198347107438017
91,2012-12-03,21.201786,21.235357,20.910713,20.935356,17.904076,364280000,0.0,0.0,0.0,0.0
92,2012-12-04,20.77857,20.77857,20.433214,20.566071,17.588261,557068400,0.0,0.0,0.0,0.0
93,2012-12-05,20.318214,20.330357,19.241785,19.2425,16.456333,1044638000,0.0,0.0,0.0,0.0
94,2012-12-06,18.890715,19.76107,18.522499,19.544287,16.714415,1177212400,0.0,0.0,0.0,0.0
95,2012-12-07,19.764286,19.828571,18.928572,19.044643,16.287119,787040800,0.0,0.0,0.0,0.0
96,2012-12-10,18.75,19.2325,18.627857,18.922144,16.182362,630484400,0.4493041749502982,0.5506958250497018,0.4493041749502982,0.5506958250497018
97,2012-12-11,19.2775,19.627144,19.191786,19.335358,16.535746,592345600,0.3893229166666666,0.6106770833333335,0.3893229166666666,0.6106770833333335
98,2012-12-12,19.563213,19.571428,19.1525,19.25,16.462746,487144000,0.5051413881748072,0.4948586118251927,0.5051413881748072,0.4948586118251927
99,2012-12-13,18.969643,19.201429,18.77857,18.9175,16.178387,625259600,0.0,0.0,0.0,0.0
100,2012-12-14,18.383928,18.504642,18.056429,18.206785,15.570583,1009579200,0.0,0.0,0.0,0.0
101,2012-12-17,18.176071,18.571428,17.901072,18.529642,15.846691,757607200,0.3678696158323632,0.6321303841676369,0.3678696158323632,0.6321303841676369
102,2012-12-18,18.75,19.103571,18.580357,19.067858,16.306965,625685200,0.5150300601202404,0.4849699398797595,0.5150300601202404,0.4849699398797595
103,2012-12-19,18.981071,19.060715,18.767857,18.796785,16.075159,449369200,0.4279918864097362,0.5720081135902638,0.4279918864097362,0.5720081135902638
104,2012-12-20,18.928572,18.935715,18.531429,18.633215,15.935272,481689600,0.3783783783783784,0.6216216216216216,0.3783783783783784,0.6216216216216216
105,2012-12-21,18.3025,18.559643,18.222857,18.547501,15.861965,596268400,0.0,0.0,0.0,0.0
106,2012-12-24,18.583929,18.723213,18.525356,18.577499,15.887623,175753200,0.6066666666666667,0.3933333333333333,0.6066666666666667,0.3933333333333333
107,2012-12-26,18.535713,18.552143,18.254286,18.321428,15.668627,302436400,0.5169014084507044,0.4830985915492957,0.5169014084507044,0.4830985915492957
108,2012-12-27,18.340714,18.4375,18.023571,18.395,15.731544,455120400,0.2926829268292683,0.7073170731707317,0.2926829268292683,0.7073170731707317
109,2012-12-28,18.224644,18.374287,18.147142,18.199642,15.56447,354278400,0.0,1.0,0.0,1.0
110,2012-12-31,18.233213,19.121429,18.178572,19.006071,16.254133,659492400,0.3575757575757575,0.6424242424242425,0.3575757575757575,0.6424242424242425
111,2013-01-02,19.779285,19.821428,19.343929,19.608213,16.769096,560518000,0.0,0.0,0.0,0.0
112,2013-01-03,19.567142,19.631071,19.321428,19.360714,16.557426,352965200,0.2824427480916029,0.7175572519083971,0.2824427480916029,0.7175572519083971
113,2013-01-04,19.1775,19.236786,18.779642,18.821428,16.096226,594333600,0.4009360374414974,0.5990639625585025,0.4009360374414974,0.5990639625585025
114,2013-01-07,18.642857,18.90357,18.4,18.710714,16.001543,484156400,0.3463587921847248,0.6536412078152752,0.3463587921847248,0.6536412078152752
115,2013-01-08,18.900356,18.996071,18.616072,18.76107,16.044607,458707200,0.3891213389121339,0.6108786610878661,0.3891213389121339,0.6108786610878661
116,2013-01-09,18.660713,18.750357,18.428213,18.467857,15.793854,407604400,0.0,0.0,0.0,0.0
117,2013-01-10,18.876785,18.882856,18.411428,18.696787,15.989637,601146000,0.0,0.0,0.0,0.0
118,2013-01-11,18.607143,18.761429,18.536428,18.582144,15.891584,350506800,0.0,0.0,0.0,0.0
119,2013-01-14,17.952856,18.125,17.803928,17.919643,15.325015,734207600,0.5161290322580645,0.4838709677419355,0.5161290322580645,0.4838709677419355
120,2013-01-15,17.796429,17.821072,17.263571,17.354286,14.841517,876772400,0.4926686217008799,0.5073313782991201,0.4926686217008799,0.5073313782991201
121,2013-01-16,17.665714,18.194286,17.589287,18.074642,15.457572,690804800,0.4186046511627907,0.5813953488372093,0.4186046511627907,0.5813953488372093
122,2013-01-17,18.225357,18.241072,17.929644,17.952856,15.353416,453678400,0.3007159904534606,0.6992840095465394,0.3007159904534606,0.6992840095465394
123,2013-01-18,17.804285,17.936428,17.728571,17.857143,15.271564,472922800,0.0,0.0,0.0,0.0
124,2013-01-22,18.02,18.138571,17.736786,18.0275,15.417255,461546400,0.2462057335581784,0.7537942664418216,0.2462057335581784,0.7537942664418216
125,2013-01-23,18.171785,18.3925,18.0275,18.3575,15.699475,861509600,0.3740279937791602,0.6259720062208398,0.3740279937791602,0.6259720062208398
126,2013-01-24,16.428572,16.633215,16.080357,16.089287,13.759679,1460852400,0.436106983655275,0.563893016344725,0.436106983655275,0.563893016344725
127,2013-01-25,16.131786,16.293928,15.535714,15.71,13.43531,1208026400,0.3927461139896373,0.6072538860103627,0.3927461139896373,0.6072538860103627
128,2013-01-28,15.636786,16.186071,15.566429,16.065357,13.739214,785517600,0.2979166666666668,0.7020833333333333,0.2979166666666668,0.7020833333333333
129,2013-01-29,16.375,16.435715,16.147142,16.366785,13.997001,571158000,0.0,0.0,0.0,0.0
130,2013-01-30,16.321428,16.521429,16.232143,16.315357,13.953018,417155200,0.1794871794871795,0.8205128205128205,0.1794871794871795,0.8205128205128205
131,2013-01-31,16.320715,16.402857,16.249287,16.2675,13.912088,319334400,0.0,0.0,0.0,0.0
132,2013-02-01,16.396786,16.41,16.012501,16.200714,13.854971,539484400,0.4144486692015209,0.5855513307984791,0.4144486692015209,0.5855513307984791
133,2013-02-04,16.211071,16.283571,15.785714,15.797143,13.509838,477117200,0.276978417266187,0.7230215827338129,0.276978417266187,0.7230215827338129
134,2013-02-05,15.858929,16.419287,15.793571,16.351429,13.983866,573347600,0.5481335952848724,0.4518664047151277,0.5481335952848724,0.4518664047151277
135,2013-02-06,16.3025,16.660713,16.16357,16.333929,13.968902,593706400,0.0,0.0,0.0,0.0
136,2013-02-07,16.544643,16.785713,16.218571,16.722143,14.384248,704580800,0.0,0.0,0.0,0.0
137,2013-02-08,16.928572,17.100357,16.723213,16.963572,14.591922,633158400,0.2378516624040921,0.7621483375959078,0.2378516624040921,0.7621483375959078
138,2013-02-11,17.017857,17.319286,16.901787,17.140356,14.743996,517490400,0.0,0.0,0.0,0.0
139,2013-02-12,17.125357,17.227858,16.705,16.710714,14.374415,609053200,0.2730844793713163,0.7269155206286837,0.2730844793713163,0.7269155206286837
140,2013-02-13,16.686071,16.915714,16.543571,16.678928,14.347078,475207600,0.5236363636363636,0.4763636363636364,0.5236363636363636,0.4763636363636364
141,2013-02-14,16.59,16.844286,16.572144,16.663929,14.334178,355275200,0.0,0.0,0.0,0.0
142,2013-02-15,16.744642,16.79143,16.425714,16.434286,14.136637,391745200,0.0,0.0,0.0,0.0
143,2013-02-19,16.467857,16.526072,16.208929,16.428213,14.131413,435783600,0.5573394495412843,0.4426605504587156,0.5573394495412843,0.4426605504587156
144,2013-02-20,16.346071,16.346071,16.02857,16.030357,13.789182,476302400,0.0,0.0,0.0,0.0
145,2013-02-21,15.928571,16.041786,15.815,15.930714,13.703467,447182400,0.0,0.0,0.0,0.0
146,2013-02-22,16.044643,16.128571,15.95,16.100357,13.849395,330654800,0.0,0.0,0.0,0.0
147,2013-02-25,16.208929,16.254286,15.806071,15.814286,13.603321,372579200,0.5235602094240838,0.4764397905759162,0.5235602094240838,0.4764397905759162
148,2013-02-26,15.850714,16.126429,15.630714,16.034643,13.792867,501499600,0.2008733624454148,0.7991266375545852,0.2008733624454148,0.7991266375545852
149,2013-02-27,16.015356,16.158571,15.7375,15.8775,13.657698,587350400,0.332038834951456,0.6679611650485439,0.332038834951456,0.6679611650485439
150,2013-02-28,15.858929,15.995357,15.764286,15.764286,13.560308,322515200,0.3980891719745223,0.6019108280254777,0.3980891719745223,0.6019108280254777
151,2013-03-01,15.642857,15.649286,15.356429,15.373929,13.224529,552448400,0.3846153846153846,0.6153846153846154,0.3846153846153846,0.6153846153846154
152,2013-03-04,15.278571,15.292857,14.964286,15.001786,12.904411,582755600,0.5673076923076923,0.4326923076923077,0.5673076923076923,0.4326923076923077
153,2013-03-05,15.052857,15.5425,15.026786,15.397857,13.245111,638433600,0.3986928104575162,0.6013071895424837,0.3986928104575162,0.6013071895424837
154,2013-03-06,15.518214,15.544643,15.158214,15.202143,13.076759,460250000,0.2764317180616741,0.7235682819383259,0.2764317180616741,0.7235682819383259
155,2013-03-07,15.160714,15.428929,15.037857,15.377857,13.227904,468473600,0.3607305936073059,0.639269406392694,0.3607305936073059,0.639269406392694
156,2013-03-08,15.35,15.551071,15.3075,15.418571,13.262929,391482000,0.0,0.0,0.0,0.0
157,2013-03-11,15.348214,15.678929,15.183571,15.638214,13.451864,474236000,0.0,0.0,0.0,0.0
158,2013-03-12,15.557143,15.674286,15.270357,15.301071,13.161858,465911600,0.2787114845938375,0.7212885154061625,0.2787114845938375,0.7212885154061625
159,2013-03-13,15.301786,15.517857,15.191429,15.298214,13.159397,405549200,0.2896174863387978,0.7103825136612022,0.2896174863387978,0.7103825136612022
160,2013-03-14,15.458214,15.522857,15.373214,15.446429,13.286892,303875600,0.5362149532710281,0.4637850467289718,0.5362149532710281,0.4637850467289718
161,2013-03-15,15.640357,15.865357,15.616071,15.845,13.629743,643960800,0.0,0.0,0.0,0.0
162,2013-03-18,15.766071,16.337856,15.757143,16.275715,14.000234,606197200,0.0,0.0,0.0,0.0
163,2013-03-19,16.410713,16.463215,16.017857,16.231787,13.96245,526775200,0.3908794788273615,0.6091205211726385,0.3908794788273615,0.6091205211726385
164,2013-03-20,16.33643,16.343929,16.056786,16.145714,13.888411,308660800,0.2278481012658227,0.7721518987341771,0.2278481012658227,0.7721518987341771
165,2013-03-21,16.079287,16.356428,16.075001,16.168928,13.90838,383255600,0.0,0.0,0.0,0.0
166,2013-03-22,16.235001,16.503571,16.182501,16.496786,14.190404,395105200,0.0,0.0,0.0,0.0
167,2013-03-25,16.596071,16.78393,16.492144,16.556429,14.241705,501135600,0.2575757575757575,0.7424242424242424,0.2575757575757575,0.7424242424242424
168,2013-03-26,16.622856,16.637142,16.4475,16.469286,14.166745,294294000,0.0,0.0,0.0,0.0
169,2013-03-27,16.302143,16.314285,16.0975,16.145714,13.888411,331237200,0.5017301038062284,0.4982698961937716,0.5017301038062284,0.4982698961937716
170,2013-03-28,16.065001,16.136429,15.772143,15.809286,13.59902,442839600,0.3113553113553113,0.6886446886446886,0.3113553113553113,0.6886446886446886
171,2013-04-01,15.782143,15.846429,15.276429,15.318214,13.1766,389732000,0.396067415730337,0.6039325842696629,0.396067415730337,0.6039325842696629
172,2013-04-02,15.271429,15.647857,15.228571,15.349643,13.203637,529519200,0.5185185185185185,0.4814814814814814,0.5185185185185185,0.4814814814814814
173,2013-04-03,15.406071,15.617143,15.368214,15.428214,13.271221,363216000,0.0936329588014981,0.9063670411985018,0.0936329588014981,0.9063670411985018
174,2013-04-04,15.491429,15.535714,15.1875,15.275714,13.140041,358447600,0.2951807228915662,0.7048192771084337,0.2951807228915662,0.7048192771084337
175,2013-04-05,15.160714,15.176786,14.988571,15.114286,13.001184,383695200,0.0,0.0,0.0,0.0
176,2013-04-08,15.173214,15.267857,15.088929,15.221786,13.093654,300829200,0.0,0.0,0.0,0.0
177,2013-04-09,15.227143,15.303571,15.098214,15.249286,13.117311,306614000,0.1809210526315789,0.819078947368421,0.1809210526315789,0.819078947368421
178,2013-04-10,15.289286,15.609286,15.214643,15.560357,13.384895,375928000,0.2915951972555746,0.7084048027444254,0.2915951972555746,0.7084048027444254
179,2013-04-11,15.49,15.6425,15.4,15.511786,13.343107,328364400,0.3501228501228501,0.6498771498771497,0.3501228501228501,0.6498771498771497
180,2013-04-12,15.505357,15.505357,15.324643,15.35,13.203948,238613200,0.0,0.0,0.0,0.0
181,2013-04-15,15.25,15.281786,14.983929,14.994643,12.898272,317520000,0.0,0.0,0.0,0.0
182,2013-04-16,15.056071,15.236071,15.020357,15.222857,13.094579,305771200,0.0,0.0,0.0,0.0
183,2013-04-17,15.009643,15.021429,14.218214,14.385714,12.374475,945056000,0.3999999999999999,0.6,0.3999999999999999,0.6
184,2013-04-18,14.463929,14.4925,13.919286,14.001786,12.044217,666299200,0.4560669456066946,0.5439330543933055,0.4560669456066946,0.5439330543933055
185,2013-04-19,13.856071,14.271429,13.753571,13.9475,11.997525,609274400,0.2815699658703072,0.7184300341296929,0.2815699658703072,0.7184300341296929
186,2013-04-22,14.022857,14.364286,13.973929,14.238214,12.247592,429920400,0.4024556616643928,0.5975443383356072,0.4024556616643928,0.5975443383356072
187,2013-04-23,14.428214,14.585,14.243214,14.504643,12.476773,664238400,0.3904109589041095,0.6095890410958904,0.3904109589041095,0.6095890410958904
188,2013-04-24,14.055,14.830357,14.017857,14.480714,12.456192,969651200,0.280040733197556,0.7199592668024439,0.280040733197556,0.7199592668024439
189,2013-04-25,14.686786,14.783571,14.535714,14.585,12.545898,384837600,0.467511885895404,0.532488114104596,0.467511885895404,0.532488114104596
190,2013-04-26,14.636071,14.956071,14.580357,14.9,12.816857,764097600,0.3035381750465549,0.696461824953445,0.3035381750465549,0.696461824953445
191,2013-04-29,15.016071,15.486429,15.0,15.361429,13.213778,640326400,0.2832080200501253,0.7167919799498746,0.2832080200501253,0.7167919799498746
192,2013-04-30,15.539286,15.901786,15.431071,15.813571,13.602702,691538400,0.1488372093023256,0.8511627906976743,0.1488372093023256,0.8511627906976743
193,2013-05-01,15.873571,15.890357,15.513929,15.688929,13.495484,506909200,0.0,0.0,0.0,0.0
194,2013-05-02,15.777857,16.02107,15.736786,15.911429,13.686882,421828400,0.2915129151291513,0.7084870848708487,0.2915129151291513,0.7084870848708487
195,2013-05-03,16.118214,16.186787,16.041071,16.070715,13.823899,361300800,0.1724137931034483,0.8275862068965517,0.1724137931034483,0.8275862068965517
196,2013-05-06,16.275356,16.507143,16.225357,16.45393,14.153534,496641600,0.275415896487985,0.724584103512015,0.275415896487985,0.724584103512015
197,2013-05-07,16.606071,16.633928,16.203571,16.380714,14.090554,483753200,0.307909604519774,0.692090395480226,0.307909604519774,0.692090395480226
198,2013-05-08,16.394285,16.620358,16.278929,16.565714,14.24969,472598000,0.3109243697478988,0.6890756302521013,0.3109243697478988,0.6890756302521013
199,2013-05-09,16.421785,16.535713,16.270714,16.313213,14.125375,398487600,0.2876106194690265,0.7123893805309734,0.2876106194690265,0.7123893805309734
200,2013-05-10,16.356071,16.418215,16.088572,16.1775,14.007864,334852000,0.0,0.0,0.0,0.0
201,2013-05-13,16.125357,16.353571,16.125,16.240713,14.062597,316948800,0.0,0.0,0.0,0.0
202,2013-05-14,16.208929,16.257143,15.791071,15.852143,13.726142,447118000,0.6038461538461538,0.3961538461538461,0.6038461538461538,0.3961538461538461
203,2013-05-15,15.684286,15.75,15.084286,15.316071,13.261965,741613600,0.4,0.6,0.4,0.6
204,2013-05-16,15.115714,15.6375,14.960714,15.520714,13.439158,603204000,0.3721973094170403,0.6278026905829596,0.3721973094170403,0.6278026905829596
205,2013-05-17,15.680357,15.7175,15.393214,15.473571,13.39834,427904400,0.0,0.0,0.0,0.0
206,2013-05-20,15.425357,15.921429,15.360714,15.818929,13.697381,451578400,0.2610441767068273,0.7389558232931727,0.2610441767068273,0.7389558232931727
207,2013-05-21,15.648214,15.91,15.507143,15.702143,13.596259,456022000,0.0,0.0,0.0,0.0
208,2013-05-22,15.858929,16.012501,15.650714,15.7625,13.648518,443038400,0.3814432989690721,0.6185567010309277,0.3814432989690721,0.6185567010309277
209,2013-05-23,15.569643,15.934286,15.563929,15.790714,13.672951,353021200,0.4083044982698961,0.5916955017301038,0.4083044982698961,0.5916955017301038
210,2013-05-24,15.744643,15.916429,15.727143,15.898214,13.766033,276166800,0.0,0.0,0.0,0.0
211,2013-05-28,16.067858,16.111071,15.744643,15.765714,13.651304,386145200,0.2484599589322381,0.7515400410677618,0.2484599589322381,0.7515400410677618
